time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1973-01-01,6.8,1.7,15.7,0.0,0.0,14.6,13.8,40.7,,570.0
1973-01-02,5.5,-1.3,10.7,0.0,0.0,,10.2,33.5,1018.2,432.0
1973-01-03,3.9,0.7,8.7,0.0,0.0,,4.2,24.1,1016.4,576.0
1973-01-04,2.6,-2.3,10.7,0.0,0.0,316.4,9.4,44.3,1018.9,576.0
1973-01-05,2.2,-2.3,8.7,0.0,0.0,,3.7,24.1,1022.5,516.0
1973-01-06,2.3,-2.5,8.7,0.0,0.0,,5.5,24.1,,576.0
1973-01-07,2.4,-1.3,6.7,0.0,0.0,,5.8,18.4,1020.9,384.0
1973-01-08,2.5,0.7,4.7,21.8,0.0,,7.9,29.5,1016.0,0.0
1973-01-09,9.4,3.7,10.7,28.7,0.0,155.4,34.2,63.0,1010.6,0.0
1973-01-10,8.2,7.4,9.7,0.3,0.0,,8.8,24.1,,90.0
1973-01-11,10.4,7.4,11.3,29.7,0.0,145.5,24.6,44.3,1025.0,0.0
1973-01-12,12.9,11.3,14.1,10.9,0.0,156.6,17.8,29.5,,0.0
1973-01-13,11.1,9.1,13.5,0.3,0.0,,5.1,18.4,1026.2,0.0
1973-01-14,11.2,9.1,13.5,0.5,0.0,,3.2,14.8,,36.0
1973-01-15,11.4,10.3,12.4,3.8,0.0,141.2,17.7,51.8,1014.9,36.0
1973-01-16,12.2,10.2,15.2,33.3,0.0,171.5,34.4,72.0,1007.0,312.0
1973-01-17,10.4,8.5,12.4,4.8,0.0,154.9,27.9,51.8,1013.9,168.0
1973-01-18,9.9,6.9,11.9,23.9,0.0,182.3,30.2,85.0,1009.8,132.0
1973-01-19,5.7,1.3,10.2,0.0,0.0,305.0,10.0,38.9,1021.4,576.0
1973-01-20,4.9,0.8,9.7,2.8,0.0,,9.5,27.7,,576.0
1973-01-21,5.8,3.0,8.0,1.3,0.0,,8.7,29.5,1020.7,144.0
1973-01-22,4.5,0.2,10.2,0.0,0.0,,3.4,14.8,1024.3,504.0
1973-01-23,4.7,0.2,10.8,0.0,0.0,,5.3,24.1,,600.0
1973-01-24,4.9,1.3,9.1,2.3,0.0,,5.2,18.4,1024.5,0.0
1973-01-25,7.2,3.5,10.2,3.3,0.0,,10.4,37.1,,240.0
1973-01-26,4.6,0.2,9.7,0.0,0.0,,3.8,16.6,1024.8,582.0
1973-01-27,5.0,0.8,10.2,0.0,0.0,,2.7,16.6,1027.2,450.0
1973-01-28,5.0,-0.8,12.4,0.0,0.0,,3.4,16.6,1021.7,606.0
1973-01-29,7.8,2.4,11.9,6.6,0.0,,18.1,48.2,,186.0
1973-01-30,9.0,6.9,11.3,0.0,0.0,,6.2,25.9,,414.0
1973-01-31,9.3,5.2,12.4,0.3,0.0,283.1,11.8,22.3,,438.0
1973-02-01,7.5,2.5,13.0,0.0,0.0,,5.1,14.8,,354.0
1973-02-02,9.4,5.8,14.1,0.0,0.0,,6.1,22.3,,288.0
1973-02-03,9.8,7.4,11.9,9.9,0.0,,8.4,24.1,,18.0
1973-02-04,12.3,10.2,16.3,1.3,0.0,145.6,23.4,46.4,1016.9,240.0
1973-02-05,10.5,6.3,14.1,2.3,0.0,,4.2,16.6,1017.1,372.0
1973-02-06,12.0,10.2,14.1,13.7,0.0,,17.4,40.7,,6.0
1973-02-07,13.4,11.3,16.9,1.0,0.0,137.5,14.8,33.5,1015.4,426.0
1973-02-08,12.4,9.7,15.8,0.3,0.0,,4.1,18.4,,354.0
1973-02-09,12.6,11.3,15.2,19.6,0.0,148.8,19.0,51.8,,138.0
1973-02-10,11.6,10.2,14.1,21.3,0.0,157.5,20.8,37.1,1008.3,156.0
1973-02-11,10.6,9.1,13.5,3.3,0.0,161.5,17.0,37.1,1001.0,258.0
1973-02-12,10.8,8.5,13.5,1.0,0.0,157.2,25.0,48.2,1009.8,306.0
1973-02-13,11.3,9.7,13.5,0.5,0.0,,11.5,25.9,1017.2,72.0
1973-02-14,11.0,8.5,13.6,6.1,0.0,158.3,16.5,31.3,1019.6,300.0
1973-02-15,10.7,5.2,16.9,0.0,0.0,352.7,14.1,38.9,,648.0
1973-02-16,9.2,4.1,14.1,0.0,0.0,,7.3,22.3,1023.1,588.0
1973-02-17,8.9,5.2,13.5,0.0,0.0,,5.2,20.5,1022.4,564.0
1973-02-18,9.1,5.8,14.1,0.0,0.0,,7.6,20.5,1020.2,576.0
1973-02-19,9.1,3.5,16.9,0.0,0.0,,8.3,25.9,,522.0
1973-02-20,10.7,4.1,18.0,0.0,0.0,,4.8,20.5,1019.0,618.0
1973-02-21,11.1,3.5,18.5,0.0,0.0,,11.4,29.5,,534.0
1973-02-22,11.5,7.4,16.3,0.0,0.0,,4.9,18.4,1018.2,354.0
1973-02-23,12.4,5.8,18.0,0.0,0.0,,9.1,44.3,1015.9,474.0
1973-02-24,14.2,12.4,17.4,2.0,0.0,165.3,37.4,66.6,,330.0
1973-02-25,14.2,10.8,18.5,0.0,0.0,,11.6,25.9,1020.9,330.0
1973-02-26,12.5,11.3,13.5,13.7,0.0,136.1,18.6,46.4,1017.4,60.0
1973-02-27,12.6,11.3,14.7,46.0,0.0,,9.8,55.4,,24.0
1973-02-28,12.6,10.2,15.8,1.3,0.0,223.4,9.4,22.3,1014.3,228.0
1973-03-01,12.5,9.1,15.2,0.3,0.0,181.5,11.6,29.5,1021.5,306.0
1973-03-02,10.4,5.2,16.3,0.0,0.0,306.9,7.6,22.3,1022.1,684.0
1973-03-03,9.1,6.9,11.3,12.4,0.0,166.7,13.9,35.3,1018.1,0.0
1973-03-04,8.5,6.3,11.4,0.0,0.0,,3.5,18.4,1014.4,504.0
1973-03-05,8.4,3.0,13.0,0.0,0.0,,7.2,20.5,1013.2,552.0
1973-03-06,9.8,7.4,12.4,5.6,0.0,150.7,20.1,48.2,1010.5,378.0
1973-03-07,8.7,4.1,13.0,5.1,0.0,,12.8,33.5,1015.0,456.0
1973-03-08,11.0,6.3,16.9,4.1,0.0,,9.2,29.5,,588.0
1973-03-09,12.0,8.5,16.9,0.0,0.0,147.1,12.9,22.3,1013.8,576.0
1973-03-10,12.1,9.7,15.2,0.8,0.0,171.4,18.6,51.8,1013.6,270.0
1973-03-11,9.9,4.1,15.2,0.0,0.0,319.4,14.6,50.0,1009.6,708.0
1973-03-12,11.2,6.3,17.4,0.0,0.0,322.0,18.4,51.8,1010.5,582.0
1973-03-13,10.6,5.2,15.8,0.0,0.0,353.7,20.6,59.0,1012.9,696.0
1973-03-14,10.5,4.7,16.9,0.0,0.0,345.8,19.2,50.0,,714.0
1973-03-15,11.1,4.1,17.4,0.0,0.0,,10.2,25.9,,714.0
1973-03-16,11.8,6.3,16.9,0.0,0.0,190.0,12.1,35.3,1021.2,594.0
1973-03-17,10.4,7.4,13.0,0.0,0.0,221.7,7.9,35.3,1016.8,474.0
1973-03-18,9.6,3.5,15.8,0.0,0.0,,6.7,24.1,1015.8,726.0
1973-03-19,10.0,7.4,11.9,16.0,0.0,151.9,19.7,35.3,1008.8,60.0
1973-03-20,8.9,6.9,11.9,0.0,0.0,211.6,17.2,42.5,1008.8,462.0
1973-03-21,7.7,6.9,8.5,13.7,0.0,160.3,22.1,55.4,1013.0,36.0
1973-03-22,9.9,4.7,16.9,0.0,0.0,,10.9,44.3,1017.5,720.0
1973-03-23,11.8,5.2,19.1,0.0,0.0,,8.0,37.1,1018.2,738.0
1973-03-24,13.6,8.0,18.5,0.0,0.0,,7.3,24.1,,666.0
1973-03-25,12.8,9.1,18.0,0.0,0.0,220.4,9.3,35.3,1014.3,528.0
1973-03-26,13.0,9.7,16.9,0.0,0.0,157.3,17.2,29.5,,564.0
1973-03-27,13.2,9.1,17.5,4.8,0.0,,9.6,37.1,1012.9,612.0
1973-03-28,11.4,5.2,17.5,0.0,0.0,337.8,15.0,57.2,,750.0
1973-03-29,10.2,3.5,16.9,0.0,0.0,300.9,8.3,29.5,1019.4,726.0
1973-03-30,10.6,9.1,11.9,7.1,0.0,148.8,21.6,35.3,,0.0
1973-03-31,12.3,8.5,16.9,0.3,0.0,199.8,13.0,40.7,,612.0
1973-04-01,10.3,3.5,16.9,0.0,0.0,,13.6,55.4,1025.3,756.0
1973-04-02,11.9,5.8,19.1,0.0,0.0,350.8,24.1,51.8,1026.2,762.0
1973-04-03,14.5,6.9,22.4,0.0,0.0,0.8,20.1,50.0,1025.4,762.0
1973-04-04,15.6,4.7,25.8,0.0,0.0,333.0,10.4,42.5,,768.0
1973-04-05,16.6,10.2,24.1,0.0,0.0,,8.2,27.7,1019.0,768.0
1973-04-06,15.8,8.5,24.1,0.0,0.0,178.4,8.8,20.5,1017.9,642.0
1973-04-07,15.8,9.1,23.5,0.0,0.0,,15.7,57.2,,774.0
1973-04-08,14.9,4.1,23.5,0.0,0.0,,7.7,18.4,1019.0,774.0
1973-04-09,15.8,9.1,23.0,0.0,0.0,,6.7,14.8,1018.5,582.0
1973-04-10,18.4,11.3,26.9,0.0,0.0,,8.3,29.5,1015.4,732.0
1973-04-11,18.2,12.4,26.9,0.0,0.0,171.4,12.6,33.5,1015.7,786.0
1973-04-12,14.5,10.2,21.3,0.0,0.0,179.8,23.5,50.0,1015.4,672.0
1973-04-13,11.5,7.4,15.2,0.8,0.0,,14.9,33.5,1014.7,420.0
1973-04-14,12.8,8.5,18.5,0.0,0.0,,9.1,35.3,1017.0,612.0
1973-04-15,13.3,9.7,18.5,0.0,0.0,174.1,16.7,42.5,1018.7,672.0
1973-04-16,14.0,10.2,18.5,0.5,0.0,180.3,18.6,35.3,,492.0
1973-04-17,14.0,9.7,19.7,0.0,0.0,169.3,15.1,50.0,,618.0
1973-04-18,12.3,4.7,20.2,0.0,0.0,,11.7,44.3,,738.0
1973-04-19,12.7,4.1,19.1,0.0,0.0,,14.7,48.2,1016.3,804.0
1973-04-20,14.4,7.4,21.3,0.0,0.0,346.7,19.7,55.4,1015.9,804.0
1973-04-21,16.0,6.3,25.2,0.0,0.0,340.9,9.0,38.9,,804.0
1973-04-22,17.8,7.4,26.9,0.0,0.0,,8.0,35.3,,810.0
1973-04-23,18.6,10.2,27.5,0.0,0.0,,9.5,25.9,,810.0
1973-04-24,19.4,8.5,29.7,0.0,0.0,,8.8,37.1,,816.0
1973-04-25,20.2,9.1,29.7,0.0,0.0,,5.2,24.1,,816.0
1973-04-26,21.9,14.1,30.2,0.0,0.0,,6.2,22.3,1011.6,816.0
1973-04-27,19.4,13.0,28.5,0.0,0.0,175.8,15.4,35.3,,822.0
1973-04-28,14.2,9.1,20.8,0.0,0.0,188.3,18.9,44.3,1008.9,822.0
1973-04-29,,7.9,23.5,0.0,0.0,,,40.7,,660.0
1973-04-30,16.9,7.4,25.3,0.0,0.0,,12.1,38.9,,828.0
1973-05-01,16.8,10.2,25.8,0.0,0.0,177.5,13.5,35.3,,828.0
1973-05-02,16.3,9.1,25.8,0.0,0.0,168.5,15.7,29.5,1021.0,762.0
1973-05-03,16.7,11.9,24.7,0.0,0.0,171.1,17.2,46.4,1017.3,750.0
1973-05-04,13.4,9.7,19.7,2.8,0.0,164.8,18.1,61.2,1012.6,624.0
1973-05-05,15.4,7.4,24.7,0.0,0.0,,7.9,33.5,1011.3,840.0
1973-05-06,16.5,10.8,23.5,0.0,0.0,183.1,15.0,33.5,1017.0,792.0
1973-05-07,17.1,11.3,25.2,0.0,0.0,173.7,15.5,40.7,1017.9,840.0
1973-05-08,17.9,10.2,27.4,0.0,0.0,258.2,9.5,24.1,1018.4,846.0
1973-05-09,19.9,11.3,29.7,0.0,0.0,172.6,8.9,25.9,1016.4,846.0
1973-05-10,20.8,11.3,30.2,0.0,0.0,,9.4,31.3,1013.8,846.0
1973-05-11,22.2,11.3,32.4,0.0,0.0,,5.6,24.1,,852.0
1973-05-12,23.1,10.8,33.5,0.0,0.0,,8.0,22.3,1012.1,852.0
1973-05-13,23.7,14.1,34.7,0.0,0.0,,11.3,24.1,1010.2,780.0
1973-05-14,23.0,17.5,29.7,0.0,0.0,177.9,13.1,33.5,1012.4,654.0
1973-05-15,21.9,14.1,30.8,0.0,0.0,177.0,8.3,18.4,1018.4,858.0
1973-05-16,23.9,14.1,33.5,0.0,0.0,,4.6,25.9,1018.8,858.0
1973-05-17,26.7,15.8,35.8,0.0,0.0,,6.8,25.9,,858.0
1973-05-18,25.8,19.1,34.7,0.0,0.0,175.2,12.7,37.1,1011.7,804.0
1973-05-19,18.7,12.4,27.4,0.0,0.0,187.5,21.1,57.2,,864.0
1973-05-20,16.5,10.8,23.0,0.0,0.0,196.5,14.9,37.1,,864.0
1973-05-21,18.2,10.2,28.0,0.0,0.0,,9.0,33.5,1011.3,864.0
1973-05-22,17.5,10.2,26.9,0.0,0.0,186.8,14.6,40.7,1011.8,870.0
1973-05-23,18.0,11.3,26.3,0.0,0.0,169.8,18.6,42.5,,792.0
1973-05-24,16.8,14.1,23.5,0.5,0.0,181.1,15.0,33.5,1013.9,378.0
1973-05-25,16.3,11.9,21.9,0.0,0.0,178.4,14.6,40.7,,696.0
1973-05-26,16.2,9.7,23.6,0.0,0.0,,14.7,27.7,,876.0
1973-05-27,20.5,10.2,30.2,0.0,0.0,,10.5,37.1,,876.0
1973-05-28,24.9,13.0,35.2,0.0,0.0,,1.8,20.5,1010.9,876.0
1973-05-29,28.3,19.1,37.4,0.0,0.0,,5.2,25.9,,792.0
1973-05-30,23.8,19.1,29.7,0.0,0.0,171.3,13.8,44.3,1006.3,504.0
1973-05-31,18.6,13.5,24.7,0.0,0.0,205.4,12.8,46.4,1007.3,540.0
1973-06-01,19.0,12.4,26.3,0.0,0.0,219.6,16.2,37.1,1008.9,882.0
1973-06-02,20.4,13.0,28.5,0.0,0.0,212.2,10.2,29.5,1010.4,882.0
1973-06-03,22.5,14.7,30.8,0.0,0.0,,8.2,24.1,1010.1,882.0
1973-06-04,23.9,14.7,33.5,0.0,0.0,,5.8,25.9,,882.0
1973-06-05,25.4,14.7,35.2,0.0,0.0,,7.0,20.5,,888.0
1973-06-06,27.3,15.2,37.4,0.0,0.0,,5.8,27.7,1015.8,888.0
1973-06-07,28.0,15.8,38.5,0.0,0.0,,7.0,25.9,1013.8,888.0
1973-06-08,28.5,16.3,38.0,0.0,0.0,,4.7,22.3,,888.0
1973-06-09,27.9,18.5,37.4,0.0,0.0,,9.9,42.5,,858.0
1973-06-10,21.3,14.7,29.7,0.0,0.0,184.3,16.3,40.7,1008.6,888.0
1973-06-11,18.4,11.9,26.9,0.0,0.0,176.1,18.5,40.7,,888.0
1973-06-12,20.0,13.5,28.5,0.0,0.0,177.3,18.3,44.3,,888.0
1973-06-13,17.7,13.5,23.5,0.0,0.0,182.2,17.7,40.7,1010.2,702.0
1973-06-14,17.0,11.3,23.5,0.0,0.0,177.9,17.5,29.5,,894.0
1973-06-15,18.0,11.9,25.2,0.0,0.0,178.0,13.8,37.1,1016.0,894.0
1973-06-16,17.8,13.0,24.7,0.0,0.0,178.9,23.2,51.8,,780.0
1973-06-17,17.4,9.7,25.2,0.0,0.0,324.2,12.1,35.3,1017.6,894.0
1973-06-18,21.0,9.7,31.3,0.0,0.0,,9.7,42.5,1017.0,894.0
1973-06-19,25.8,13.5,36.4,0.0,0.0,,4.5,20.5,1014.4,894.0
1973-06-20,28.4,16.3,38.5,0.0,0.0,,4.1,14.8,,894.0
1973-06-21,30.8,20.2,40.2,0.0,0.0,,5.6,27.7,,798.0
1973-06-22,22.9,16.3,31.3,0.0,0.0,181.1,15.3,37.1,1012.9,720.0
1973-06-23,20.7,15.2,26.3,0.0,0.0,,11.0,27.7,1013.1,330.0
1973-06-24,25.4,16.9,33.5,0.0,0.0,,6.0,27.7,1012.8,828.0
1973-06-25,27.6,18.0,37.4,0.0,0.0,,10.0,24.1,,894.0
1973-06-26,30.7,21.3,40.2,0.0,0.0,,7.4,27.7,1010.9,894.0
1973-06-27,31.9,23.5,40.2,0.0,0.0,213.2,11.8,33.5,1009.4,666.0
1973-06-28,27.7,21.3,35.8,0.0,0.0,184.6,17.1,35.3,,888.0
1973-06-29,23.1,16.3,31.3,0.0,0.0,176.6,19.9,38.9,1007.7,888.0
1973-06-30,22.1,15.8,30.8,0.0,0.0,167.9,17.0,37.1,,888.0
1973-07-01,23.4,10.8,34.7,0.0,0.0,,7.4,29.5,,888.0
1973-07-02,25.2,16.9,34.7,0.0,0.0,184.8,11.0,29.5,1011.5,888.0
1973-07-03,26.0,15.8,36.9,0.0,0.0,,7.6,24.1,1014.0,888.0
1973-07-04,28.9,15.8,40.8,0.0,0.0,,5.8,27.7,1013.7,888.0
1973-07-05,27.6,19.1,37.4,0.0,0.0,188.7,11.7,44.3,1008.7,888.0
1973-07-06,22.4,14.7,31.9,0.0,0.0,176.2,18.5,35.3,1009.5,888.0
1973-07-07,23.3,15.2,33.5,0.0,0.0,177.5,13.2,35.3,1010.7,888.0
1973-07-08,25.1,16.3,35.8,0.0,0.0,,10.9,27.7,1012.6,882.0
1973-07-09,28.7,19.1,38.5,0.0,0.0,194.2,8.1,24.1,,882.0
1973-07-10,28.1,19.7,38.5,0.0,0.0,182.2,12.0,27.7,,882.0
1973-07-11,25.7,18.0,36.9,0.0,0.0,181.7,12.6,42.5,1009.7,882.0
1973-07-12,25.4,15.8,35.8,0.0,0.0,,9.2,29.5,,882.0
1973-07-13,24.4,17.4,34.1,0.0,0.0,181.9,14.2,37.1,1008.5,882.0
1973-07-14,22.1,15.2,31.3,0.0,0.0,174.4,18.4,38.9,1010.9,876.0
1973-07-15,20.5,15.2,27.4,0.0,0.0,174.8,20.0,40.7,1012.5,876.0
1973-07-16,20.7,15.2,28.0,0.0,0.0,177.0,17.5,40.7,1012.4,876.0
1973-07-17,20.6,14.7,29.1,0.0,0.0,180.8,17.3,40.7,1012.6,876.0
1973-07-18,19.6,13.0,29.1,0.0,0.0,174.1,17.4,44.3,1013.9,810.0
1973-07-19,19.2,13.5,27.4,0.0,0.0,169.8,19.7,51.8,1015.1,870.0
1973-07-20,18.6,13.5,25.8,0.0,0.0,172.7,20.1,44.3,,870.0
1973-07-21,20.8,13.0,29.7,0.0,0.0,174.8,11.7,37.1,1012.6,870.0
1973-07-22,24.3,16.3,33.0,0.0,0.0,,10.2,38.9,1009.4,864.0
1973-07-23,22.4,14.7,31.3,0.0,0.0,176.8,14.7,29.5,1012.5,864.0
1973-07-24,25.2,13.5,36.3,0.0,0.0,,8.9,25.9,1015.5,864.0
1973-07-25,29.0,16.9,39.1,0.0,0.0,,6.4,22.3,,864.0
1973-07-26,30.1,19.1,39.7,0.0,0.0,,6.9,27.7,,858.0
1973-07-27,27.4,20.2,36.3,0.0,0.0,167.0,15.3,37.1,1009.8,858.0
1973-07-28,24.9,18.0,34.1,0.0,0.0,164.2,13.9,33.5,1010.8,858.0
1973-07-29,24.8,15.8,35.8,0.0,0.0,175.0,13.6,27.7,,858.0
1973-07-30,25.6,15.8,36.9,0.0,0.0,174.5,11.2,29.5,,852.0
1973-07-31,28.0,18.5,38.5,0.0,0.0,164.1,9.1,27.7,1013.8,852.0
1973-08-01,27.1,19.1,37.4,0.0,0.0,180.8,14.0,37.1,1013.3,852.0
1973-08-02,24.4,13.5,35.8,0.0,0.0,185.2,9.8,24.1,1011.4,846.0
1973-08-03,26.0,15.8,36.4,0.0,0.0,,9.8,29.5,,798.0
1973-08-04,26.2,18.5,35.2,0.0,0.0,179.0,14.2,31.3,,846.0
1973-08-05,23.8,16.9,31.9,0.0,0.0,182.1,19.3,38.9,1012.1,840.0
1973-08-06,21.8,15.2,30.3,0.0,0.0,174.8,19.8,38.9,1012.4,840.0
1973-08-07,20.4,14.1,29.7,0.0,0.0,176.1,16.3,37.1,,840.0
1973-08-08,20.2,14.1,28.5,0.0,0.0,174.6,19.4,38.9,1014.8,834.0
1973-08-09,20.8,14.1,29.7,0.0,0.0,178.6,15.8,29.5,,834.0
1973-08-10,23.9,15.2,34.1,0.0,0.0,,9.2,27.7,,834.0
1973-08-11,25.4,18.5,35.2,0.0,0.0,197.5,15.2,38.9,1010.1,828.0
1973-08-12,21.9,13.0,33.0,0.0,0.0,173.4,14.0,38.9,1011.9,828.0
1973-08-13,24.6,13.0,35.8,0.0,0.0,,8.7,22.3,1013.0,828.0
1973-08-14,27.5,16.3,37.4,0.0,0.0,,8.5,24.1,1012.2,822.0
1973-08-15,26.1,17.4,36.9,0.0,0.0,165.4,14.8,33.5,,822.0
1973-08-16,25.1,16.9,35.2,0.0,0.0,173.1,12.7,29.5,1011.0,816.0
1973-08-17,23.4,15.2,33.5,0.0,0.0,174.2,11.5,33.5,1010.8,816.0
1973-08-18,21.8,13.0,33.0,0.0,0.0,187.1,12.0,29.5,1012.4,816.0
1973-08-19,24.0,14.7,34.1,0.0,0.0,177.7,13.2,33.5,1013.7,780.0
1973-08-20,24.0,16.3,34.1,0.0,0.0,184.1,12.2,27.7,1014.6,810.0
1973-08-21,21.3,15.2,30.2,0.0,0.0,175.3,20.8,44.3,1015.2,810.0
1973-08-22,17.8,11.9,26.4,0.0,0.0,175.7,19.8,44.3,,804.0
1973-08-23,17.7,11.3,25.8,0.0,0.0,180.2,17.0,40.7,1015.9,798.0
1973-08-24,19.1,9.7,27.4,0.0,0.0,,10.3,37.1,1013.6,678.0
1973-08-25,19.3,13.5,26.3,0.0,0.0,,16.0,33.5,,750.0
1973-08-26,18.4,12.4,26.3,0.0,0.0,171.1,14.6,44.3,,798.0
1973-08-27,18.2,12.4,25.8,0.0,0.0,,12.9,38.9,,774.0
1973-08-28,22.2,14.1,31.9,0.0,0.0,,7.9,22.3,1012.3,792.0
1973-08-29,25.3,16.9,34.7,0.0,0.0,,10.8,29.5,,792.0
1973-08-30,22.6,16.3,31.9,0.0,0.0,168.7,19.1,37.1,1008.4,762.0
1973-08-31,19.2,14.1,26.3,0.0,0.0,181.2,21.6,42.5,1008.5,726.0
1973-09-01,20.6,10.2,31.3,0.0,0.0,,10.4,38.9,,780.0
1973-09-02,21.8,10.8,32.4,0.0,0.0,,4.9,24.1,1012.4,780.0
1973-09-03,22.7,11.3,33.5,0.0,0.0,223.8,6.4,22.3,1012.0,696.0
1973-09-04,19.9,13.5,29.1,0.0,0.0,192.0,15.0,51.8,1009.5,672.0
1973-09-05,17.6,13.5,23.5,0.0,0.0,164.9,19.9,44.3,,708.0
1973-09-06,20.0,11.9,29.7,0.0,0.0,,5.6,18.4,,768.0
1973-09-07,22.8,14.1,31.3,0.0,0.0,,10.8,42.5,1010.8,768.0
1973-09-08,24.6,14.7,34.7,0.0,0.0,346.4,18.8,51.8,,756.0
1973-09-09,25.5,15.2,35.8,0.0,0.0,298.6,9.1,37.1,1009.8,762.0
1973-09-10,19.9,14.1,27.4,0.0,0.0,172.4,20.0,38.9,1013.5,762.0
1973-09-11,20.2,13.5,30.2,0.0,0.0,165.7,12.7,29.5,1014.7,756.0
1973-09-12,20.9,13.5,30.8,0.0,0.0,167.8,11.2,27.7,1012.0,756.0
1973-09-13,18.1,12.4,26.9,0.0,0.0,168.3,17.6,48.2,,756.0
1973-09-14,18.4,13.0,25.8,0.0,0.0,193.9,13.2,31.3,,750.0
1973-09-15,18.5,11.3,27.4,0.0,0.0,174.2,9.6,29.5,1013.3,750.0
1973-09-16,17.4,11.3,25.8,0.0,0.0,178.7,15.0,31.3,,744.0
1973-09-17,18.5,12.4,26.9,0.0,0.0,168.4,11.5,24.1,,666.0
1973-09-18,20.0,14.1,27.4,0.0,0.0,169.8,12.1,29.5,,714.0
1973-09-19,20.7,16.3,27.4,0.0,0.0,177.7,20.6,40.7,1015.0,606.0
1973-09-20,21.2,16.3,26.9,0.3,0.0,,8.6,33.5,,480.0
1973-09-21,19.0,11.3,28.0,0.0,0.0,,5.4,27.7,,732.0
1973-09-22,16.8,15.2,21.9,7.9,0.0,166.4,20.1,46.4,,48.0
1973-09-23,18.8,15.8,24.1,0.0,0.0,188.4,9.5,35.3,1014.7,702.0
1973-09-24,18.2,15.2,25.2,0.3,0.0,,15.4,33.5,,330.0
1973-09-25,19.3,11.3,28.0,0.0,0.0,351.5,16.0,50.0,1014.1,726.0
1973-09-26,20.1,9.7,29.7,0.0,0.0,,4.5,18.4,,720.0
1973-09-27,22.1,12.4,33.5,0.0,0.0,,3.7,22.3,,720.0
1973-09-28,22.5,11.9,33.5,0.0,0.0,,3.9,22.3,1015.9,714.0
1973-09-29,23.9,15.8,33.0,0.0,0.0,,4.7,20.5,,714.0
1973-09-30,20.6,15.2,28.5,0.0,0.0,171.5,16.4,31.3,,708.0
1973-10-01,17.6,13.0,24.1,0.0,0.0,188.9,15.1,33.5,,612.0
1973-10-02,15.5,11.9,23.0,0.0,0.0,,9.9,29.5,1016.4,558.0
1973-10-03,17.3,8.0,29.1,0.0,0.0,,5.7,20.5,1017.1,702.0
1973-10-04,18.4,8.5,28.0,0.0,0.0,,2.0,16.6,,702.0
1973-10-05,18.6,8.5,29.1,0.0,0.0,,4.4,29.5,1009.8,630.0
1973-10-06,16.7,13.5,20.8,3.6,0.0,195.1,18.9,53.6,1011.1,132.0
1973-10-07,14.6,13.5,15.2,10.2,0.0,168.8,18.4,33.5,,24.0
1973-10-08,14.5,11.9,18.5,0.0,0.0,,10.1,29.5,1013.1,84.0
1973-10-09,15.9,9.1,24.1,0.0,0.0,,12.2,40.7,,612.0
1973-10-10,14.3,6.3,22.4,0.0,0.0,,3.1,18.4,,678.0
1973-10-11,15.6,9.1,23.5,0.0,0.0,,1.7,22.3,1012.3,588.0
1973-10-12,16.6,9.7,25.2,0.0,0.0,,2.9,18.4,1014.0,684.0
1973-10-13,18.8,11.3,28.0,0.0,0.0,,2.0,16.6,,678.0
1973-10-14,19.1,11.3,29.7,0.0,0.0,,1.4,14.8,,678.0
1973-10-15,20.3,12.4,29.7,0.0,0.0,,3.2,18.4,1016.0,672.0
1973-10-16,19.0,11.3,29.7,0.0,0.0,,1.0,14.8,,672.0
1973-10-17,19.2,10.8,29.1,0.0,0.0,,1.3,14.8,,666.0
1973-10-18,19.5,13.0,29.1,0.0,0.0,,3.2,14.8,,564.0
1973-10-19,19.3,13.5,26.3,0.8,0.0,,8.2,50.0,1014.2,258.0
1973-10-20,18.8,15.2,24.1,0.0,0.0,,4.8,22.3,1013.1,318.0
1973-10-21,19.3,16.3,24.1,0.0,0.0,178.9,12.4,35.3,,318.0
1973-10-22,16.4,12.4,19.7,26.9,0.0,143.6,24.3,64.8,1009.6,66.0
1973-10-23,15.0,10.2,19.1,0.3,0.0,,14.3,42.5,1019.8,444.0
1973-10-24,13.3,6.9,20.8,0.0,0.0,,3.4,25.9,1021.1,654.0
1973-10-25,13.2,8.5,20.2,0.0,0.0,,4.2,25.9,,648.0
1973-10-26,13.3,6.9,21.3,0.0,0.0,,1.6,20.5,,648.0
1973-10-27,14.7,8.5,23.5,0.0,0.0,,1.4,13.0,,648.0
1973-10-28,15.2,7.4,24.7,0.0,0.0,,5.2,50.0,1021.4,606.0
1973-10-29,15.9,8.0,24.7,0.0,0.0,336.6,12.8,53.6,1020.7,642.0
1973-10-30,15.4,6.9,23.0,0.0,0.0,,4.4,20.5,1021.0,642.0
1973-10-31,16.6,8.5,24.7,0.0,0.0,,7.4,22.3,1015.9,636.0
1973-11-01,14.6,9.1,20.8,0.0,0.0,252.9,10.2,29.5,1011.5,420.0
1973-11-02,11.5,5.8,17.5,0.0,0.0,264.4,5.9,31.3,1014.7,396.0
1973-11-03,9.5,5.2,14.7,0.0,0.0,,7.3,16.6,,630.0
1973-11-04,10.4,5.2,15.8,0.0,0.0,149.8,12.1,27.7,1022.1,606.0
1973-11-05,11.2,10.2,12.4,17.3,0.0,148.3,27.5,46.4,1018.8,0.0
