GCM,var,from_year,to_year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
bccr_bcm2_0,tas,1940,1959,-10.15891557,-8.92103649,-4.480659199,2.211140583,8.659985169,14.12858357,18.06787353,17.69644591,13.25482535,6.582813748,-1.204904228,-7.46817439
cccma_cgcm3_1,tas,1940,1959,-7.948959084,-6.97074072,-2.95616968,3.182227917,9.766846616,14.84157496,17.71952831,17.1666727,12.68447351,6.437941135,-0.065550198,-5.438898786
cnrm_cm3,tas,1940,1959,-6.300139506,-4.685753078,-1.702891894,3.813333564,9.504549783,14.59256415,17.70994054,17.35895544,13.58273125,6.848497728,0.093183408,-4.206753205
csiro_mk3_5,tas,1940,1959,-0.972760931,-0.219227589,2.537976615,7.213793291,13.37194147,18.54851777,21.93522389,21.11766376,16.2554835,9.4921668,3.076875263,-0.345982768
gfdl_cm2_0,tas,1940,1959,-7.700174840607259,-6.685582225161941,-3.659067624822986,2.276069850398391,8.220055634837736,13.62377084936533,16.63489385970999,15.51788619271957,10.641800497536291,4.51921770281442,-2.0692968202048188,-7.10879242628096
gfdl_cm2_1,tas,1940,1959,-6.508435408672367,-5.9492477455022295,-3.0741381942480808,2.932143365949164,9.673194790122745,15.518512221642139,17.935710726233914,16.83799694184798,12.098586465353995,5.787222617284333,-0.5722532581503689,-4.886018481932531
ingv_echam4,tas,1940,1959,-3.1666466006599827,-1.821304549601455,1.4022679126765405,6.359289002834308,11.752410051534358,17.33907449394228,20.423695476272478,19.991574560912557,15.913155800683954,9.728802231481348,3.168482602087828,-1.6554356525073541
inmcm3_0,tas,1940,1959,-5.0805515660322635,-3.7062014534582843,-0.7920912364459738,5.037111734215132,10.629868352799718,15.232160078321796,17.570660978777838,16.715469702819213,12.936292919435363,7.133620797249641,0.9890802626002136,-2.8558122059368607
ipsl_cm4,tas,1940,1959,-2.7564611268456596,-2.5632112269984493,-0.4412800700895385,4.677965577997163,10.369014901709768,15.119755390575143,18.172445092710827,17.18032410733434,12.549284442702314,6.879321167295375,1.8365756294073696,-1.6036208763985211
miroc3_2_medres,tas,1940,1959,-4.465466468411975,-3.6353184802270433,-0.2751595361583633,6.099565082654251,12.11006510822602,16.807365208193946,19.295244478523507,18.432848618809285,14.153888045997363,8.208304160252936,1.9107000869407622,-2.483564990416332
miub_echo_g,tas,1940,1959,-5.732262628037862,-4.193625737902181,-0.5787990503484285,4.236285202520973,8.978641804912948,13.36816322535712,16.35064507006241,16.072148044805065,13.023771595182774,7.319994158280807,1.165287464931992,-3.0849366223724757
mpi_echam5,tas,1940,1959,-5.1163518434740345,-3.633777532792451,-0.032080557578037634,5.372506462725027,10.781321156945081,15.460286204653837,17.44779690483335,16.484515487405897,12.88386333969809,7.0984503919652955,1.3521347997182331,-3.434013766244357
mri_cgcm2_3_2a,tas,1940,1959,-6.115414664632979,-5.076332529883283,-0.7645240840775455,4.824504405185415,10.832073639752084,15.292461138412735,17.567159067660953,16.215633325743713,11.925920443639642,6.456719681509317,-0.2167943255271218,-4.981586408735108
ukmo_hadcm3,tas,1940,1959,-7.742550476530431,-6.137229519890272,-1.9394906441178108,4.525603981682837,10.416859234359107,15.024870075785019,17.54962120151318,16.8251393762902,12.575858480017372,6.163515086184538,-0.6761136328483631,-5.70160212718913
ukmo_hadgem1,tas,1940,1959,-9.127882084644972,-8.210788032361947,-4.698823962127625,2.0279021607940924,8.922831356971363,15.382524143134313,18.68490554923903,17.97526622591261,13.498103876660384,6.311196039443017,-1.228443897274872,-6.956172648213683

