"","time","tavg","tmin","tmax","prcp","snow","wdir","wspd","wpgt","pres"
"5334","1987-08-09",24.1,16.4,34.1,0,0,170.3,15.8,NA,1011.1
"5335","1987-08-10",22.1,15.8,30.8,0,0,161.7,17.3,NA,1011.6
"5336","1987-08-11",22.3,14.7,31.9,0,0,163.8,15.5,NA,1011.7
"5337","1987-08-12",21.5,14.7,30.3,0,0,170.1,15.5,NA,1011.6
"5338","1987-08-13",18.9,14.7,24.7,0,0,172.1,22.7,NA,1009.1
"5339","1987-08-14",19.1,15.8,25.3,0,0,191.6,20.6,NA,1008.6
"5340","1987-08-15",21.2,14.1,30.3,0,0,NA,9.5,NA,1013.3
"5341","1987-08-16",24.7,16.9,33,0,0,NA,6.4,NA,1014.4
"5342","1987-08-17",26,18,35.8,0,0,NA,9.1,NA,1014
"5343","1987-08-18",21.3,15.8,29.1,0,0,165.5,19.8,NA,1014.2
"5344","1987-08-19",20.5,16.4,26.9,0,0,170.5,13.2,NA,1015.4
"5345","1987-08-20",21.2,15.8,28.6,0,0,163,11.6,NA,1014.5
"5346","1987-08-21",21.5,14.7,29.7,0,0,197.4,11.1,NA,1014.7
"5347","1987-08-22",21.5,15.8,28.6,0,0,168.9,13.1,NA,1016.2
"5348","1987-08-23",21.9,15.3,29.7,0,0,NA,7.1,NA,1016.5
"5349","1987-08-24",23.3,15.3,33,0,0,NA,8.4,NA,1013.8
"5350","1987-08-25",24.9,16.4,35.3,0,0,NA,8.2,NA,1012.5
"5351","1987-08-26",23,16.4,32.5,0,0,174.5,11.1,NA,1014.4
"5352","1987-08-27",24,15.3,34.7,0,0,NA,7,NA,1015.3
"5353","1987-08-28",27.9,16.9,38.6,0,0,NA,3.6,NA,1013.3
"5354","1987-08-29",30,18.6,40.3,0,0,NA,3.4,NA,1012.9
"5355","1987-08-30",29.3,20.8,41.4,0,0,NA,6.4,NA,1013.1
"5356","1987-08-31",26.5,18.6,35.3,0,0,162.7,11,NA,1014.7
"5357","1987-09-01",27.3,19.7,38,0,0,NA,6.5,NA,1015.3
"5358","1987-09-02",29.9,20.8,39.7,0,0,NA,5.5,NA,1012.1
"5359","1987-09-03",28.3,22.5,35.8,0,0,178.4,14.8,NA,1010.4
"5360","1987-09-04",20.9,14.7,29.1,0,0,168.4,13.6,NA,1011
"5361","1987-09-05",20.1,14.7,28,0,0,157.6,10.7,NA,1012.2
"5362","1987-09-06",20,15.8,25.3,0,0,173.1,10.7,NA,1015.3
"5363","1987-09-07",20.9,14.7,27.5,0,0,NA,5.7,NA,1016.7
"5364","1987-09-08",24.4,16.9,32.5,0,0,NA,3.9,NA,1015.2
"5365","1987-09-09",23.1,16.9,29.7,0,0,NA,7.9,NA,1015.5
"5366","1987-09-10",20.5,14.1,29.7,0,0,NA,10.1,NA,1017.4
"5367","1987-09-11",20.2,14.7,28,0,0,175.2,11.9,NA,1012.4
"5368","1987-09-12",19,13.6,26.4,0,0,208.1,12.1,NA,1009.2
"5369","1987-09-13",18.8,15.3,24.1,0,0,195.9,13.1,NA,1012.7
"5370","1987-09-14",19.6,14.1,25.8,0,0,167.8,8.9,NA,1017.7
"5371","1987-09-15",22.5,16.4,30.3,0,0,NA,4.7,NA,1016.3
"5372","1987-09-16",23.2,13.6,31.9,0,0,NA,5.2,NA,1012.1
"5373","1987-09-17",24.6,15.3,33,0,0,NA,1.9,NA,1012.2
"5374","1987-09-18",22.5,14.1,31.9,0,0,NA,5.9,NA,1014.3
"5375","1987-09-19",22.7,13.6,32.5,0,0,NA,1.2,NA,1014.8
"5376","1987-09-20",24.1,11.9,34.7,0,0,NA,3,NA,1014.4
"5377","1987-09-21",25.6,14.7,36.4,0,0,NA,2.6,NA,1011.9
"5378","1987-09-22",22.8,16.4,33,0,0,166.7,8.5,NA,1012.5
"5379","1987-09-23",19.2,13.6,28.6,0,0,156.6,11.1,NA,1016
"5380","1987-09-24",19.4,13.6,27.5,0,0,154.9,12.7,NA,1016.3
"5381","1987-09-25",19.9,13.6,26.9,0,0,NA,8.2,NA,1015.6
"5382","1987-09-26",21.9,13,31.9,0,0,NA,5,NA,1013.3
"5383","1987-09-27",22.8,13.6,31.9,0,0,NA,1.6,NA,1013.5
"5384","1987-09-28",23.6,13.6,33.6,0,0,NA,1.5,NA,1015.4
"5385","1987-09-29",25.4,14.7,35.8,0,0,NA,2.2,NA,1016
"5386","1987-09-30",26.2,15.8,35.8,0,0,NA,2.5,NA,1014
"5387","1987-10-01",24.9,18,34.7,0,0,NA,5,NA,1013
"5388","1987-10-02",23.6,15.3,34.1,0,0,NA,4.3,NA,1016.6
"5389","1987-10-03",26.6,16.4,36.4,0,0,NA,2.3,NA,1019.2
"5390","1987-10-04",25.5,15.3,36.4,0,0,NA,1.8,NA,1017.9
"5391","1987-10-05",25.5,15.8,35.8,0,0,NA,0.8,NA,1014.5
"5392","1987-10-06",25,15.3,35.8,0,0,NA,3.1,NA,1011.9
"5393","1987-10-07",21.6,16.4,28.6,0,0,160,13.6,NA,1013.7
"5394","1987-10-08",19,13.6,27.5,0,0,165.1,10.3,NA,1013.2
"5395","1987-10-09",17.7,13,23.6,0,0,169.5,12.6,NA,1013.7
"5396","1987-10-10",18.5,13.6,25.3,0,0,NA,6.1,NA,1016.4
"5397","1987-10-11",19.8,11.4,28.6,1.5,0,NA,4.4,NA,1016.2
"5398","1987-10-12",19.1,14.1,26.9,0,0,NA,7.6,NA,1016.1
"5399","1987-10-13",18.7,12.5,26.4,0,0,177.4,8.3,NA,1014.6
"5400","1987-10-14",17.9,11.4,25.8,0,0,NA,6.8,NA,1014.4
"5401","1987-10-15",18.9,11.9,28,0,0,NA,3.7,NA,1013.7
"5402","1987-10-16",18.7,11.4,28,0,0,NA,3.3,NA,1016.8
"5403","1987-10-17",19.1,9.1,30.3,0,0,NA,4.2,NA,1018.6
"5404","1987-10-18",19.7,10.8,29.7,0,0,NA,3.2,NA,1016.9
"5405","1987-10-19",18.8,11.4,28,0,0,NA,0.3,NA,1014.3
"5406","1987-10-20",16.7,10.8,25.8,0,0,NA,5.1,NA,1015.3
"5407","1987-10-21",18.8,13.6,25.3,0,0,NA,4,NA,1015.6
"5408","1987-10-22",18,16.4,21.4,1.5,0,NA,3.1,NA,1012.6
"5409","1987-10-23",18.4,15.3,22.5,22.6,0,NA,2.9,NA,1012.7
"5410","1987-10-24",18.4,14.7,24.1,0,0,NA,1.3,NA,1018.8
"5411","1987-10-25",19.3,13,25.8,0,0,NA,2.7,NA,1022.9
"5412","1987-10-26",20,12.5,27.5,0,0,NA,2.6,NA,1019.6
"5413","1987-10-27",20.2,15.3,26.4,3,0,NA,4.2,NA,1016.3
"5414","1987-10-28",18.8,16.9,21.9,3.8,0,NA,2.3,NA,1017.2
"5415","1987-10-29",17.7,15.3,20.8,0,0,NA,5.9,NA,1016.6
"5416","1987-10-30",17.2,13.6,21.4,0,0,NA,3.8,NA,1015.7
"5417","1987-10-31",16.7,11.9,22.5,0,0,NA,3.6,NA,1010.7
"5418","1987-11-01",15.8,13,19.1,0,0,159.5,12.6,NA,1013
"5419","1987-11-02",13.2,10.8,16.9,0,0,NA,6.9,NA,1016.7
"5420","1987-11-03",13.2,8,19.1,0,0,NA,3.7,NA,1016.8
"5421","1987-11-04",13.3,6.9,19.1,0,0,NA,4,NA,1013.8
"5422","1987-11-05",15.1,13,18,0,0,NA,6.2,NA,1013.8
"5423","1987-11-06",15,13,18,0,0,NA,7.7,NA,1020.9
"5424","1987-11-07",14.4,10.8,19.7,0,0,NA,1.4,NA,1023
"5425","1987-11-08",14.3,7.5,20.8,0.8,0,NA,3.4,NA,1021.6
"5426","1987-11-09",14.1,10.8,18.6,0.5,0,NA,6.8,NA,1024.1
"5427","1987-11-10",13.4,8,19.7,0,0,NA,1.2,NA,1025.1
"5428","1987-11-11",13.4,8,20.8,0,0,NA,0.4,NA,1024.4
"5429","1987-11-12",14.7,10.8,18,0,0,NA,4.6,NA,1020.7
"5430","1987-11-13",14.8,13.6,16.4,9.4,0,150.8,17.9,NA,1014.2
"5431","1987-11-14",12.2,6.9,16.4,0,0,336.4,11.4,NA,1019.7
"5432","1987-11-15",10.1,3,15.3,0,0,121.6,4.2,NA,1023
"5433","1987-11-16",12.9,7.5,16.9,0,0,NA,3.4,NA,1020.9
"5434","1987-11-17",12.2,10.8,13,20.3,0,NA,11.8,NA,1017.9
"5435","1987-11-18",13.7,10.8,19.1,0,0,NA,4,NA,1023.7
"5436","1987-11-19",13,8,18,0,0,NA,1.8,NA,1024.6
"5437","1987-11-20",11.3,9.7,13.6,12.7,0,NA,11.9,NA,1019.1
"5438","1987-11-21",10.9,9.1,13.6,0,0,NA,5.7,NA,1021.5
"5439","1987-11-22",8.2,3.6,12.5,0,0,NA,0.5,NA,1020.2
"5440","1987-11-23",7.3,2.5,12.5,0,0,NA,4,NA,1020.8
"5441","1987-11-24",10.1,6.4,15.3,0,0,NA,10.4,NA,1024.1
"5442","1987-11-25",9.7,5.3,15.8,0,0,345,21,NA,1024
"5443","1987-11-26",7.7,1.4,14.7,0,0,NA,2.6,NA,1022.3
"5444","1987-11-27",7.4,0.8,14.1,0.5,0,NA,2.4,NA,1019.8
"5445","1987-11-28",9.4,4.1,14.7,0,0,NA,5,NA,1014.8
"5446","1987-11-29",9,5.8,13.6,0,0,NA,5.7,NA,1019.2
"5447","1987-11-30",9.3,7.5,11.4,20.1,0,133.8,20,NA,1020
"5448","1987-12-01",12.6,9.1,15.3,5.8,0,148.7,21.9,NA,1019.3
"5449","1987-12-02",15.1,13,18,0,0,150.8,17.9,NA,1019
"5450","1987-12-03",15.7,13.6,19.1,0,0,NA,9.4,NA,1018.5
"5451","1987-12-04",12.4,10.3,15.3,14.2,0,NA,9,NA,1011.3
"5452","1987-12-05",12.8,10.8,14.1,0.3,0,145.5,20.1,NA,1015.6
"5453","1987-12-06",13,10.8,14.7,11.7,0,157.2,28.9,NA,1013.9
"5454","1987-12-07",11.1,8.6,14.7,0,0,146.5,11.3,NA,1024.4
"5455","1987-12-08",10.5,9.1,11.9,8.1,0,145.8,21.2,NA,1021.1
"5456","1987-12-09",13.8,10.8,15.3,0.8,0,151.6,21,NA,1023.8
"5457","1987-12-10",14.8,11.9,18,0,0,NA,13.9,NA,1025.4
"5458","1987-12-11",10.1,6.4,14.1,0,0,334.2,18.3,NA,1025.2
"5459","1987-12-12",8.6,4.7,13,0,0,344.6,27.8,NA,1022.1
"5460","1987-12-13",6,1.9,11.4,0,0,341.2,22.1,NA,1024.1
"5461","1987-12-14",5,1.4,8.6,0,0,NA,10,NA,1024.2
"5462","1987-12-15",6.8,3,10.3,1.5,0,NA,11.6,NA,1015.1
"5463","1987-12-16",7.8,6.4,11.4,14.2,0,1.6,16.9,NA,1004.2
"5464","1987-12-17",8,3,13.6,0,0,NA,4.6,NA,1008.7
"5465","1987-12-18",7.5,3,11.4,0.3,0,NA,3.6,NA,1015.8
"5466","1987-12-19",8.6,5.3,14.1,0.3,0,NA,8.8,NA,1016.8
"5467","1987-12-20",5.9,2.5,8.6,0,0,NA,2.5,NA,1025.3
"5468","1987-12-21",8.4,4.7,10.8,0.5,0,NA,3.5,NA,1026.1
"5469","1987-12-22",9,6.4,11.9,7.4,0,272.7,12.9,NA,1020.6
"5470","1987-12-23",5.4,0.8,10.8,0,0,352,17.7,NA,1023.2
"5471","1987-12-24",4.6,1.4,9.1,0,0,346.6,20.2,NA,1025.4
"5472","1987-12-25",4.8,0.3,10.3,0,0,99.4,10.6,NA,1021.7
"5473","1987-12-26",4.3,-0.8,9.7,0,0,NA,3.2,NA,1025.8
"5474","1987-12-27",3.7,-0.8,7.5,3.3,0,NA,4.5,NA,1024.4
"5475","1987-12-28",7.7,4.7,9.7,13.2,0,NA,14.1,NA,1019
"5476","1987-12-29",6.9,5.3,8.6,1,0,NA,7.5,NA,1018.7
"5477","1987-12-30",5.6,1.9,8.6,0,0,NA,4.5,NA,1027.1
"5478","1987-12-31",3.1,-1.3,8.6,0,0,NA,2.7,NA,1029.8
"5479","1988-01-01",3.4,-0.3,6.9,0,0,NA,1.7,NA,1028.7
"5480","1988-01-02",5.6,4.1,7.5,3.6,0,NA,4.2,NA,1025.9
"5481","1988-01-03",6.6,5.8,8,11.2,0,355.8,8.8,NA,1021.3
"5482","1988-01-04",8.5,6.9,9.7,10.9,0,0.8,7.5,NA,1017.8
"5483","1988-01-05",9.8,8,13,0,0,NA,6.5,NA,1017.4
"5484","1988-01-06",8.1,3.6,11.9,0,0,NA,3.7,NA,1023.7
"5485","1988-01-07",8.3,6.9,9.1,0.8,0,156.4,14.4,NA,1022.5
"5486","1988-01-08",10,8,11.9,0.3,0,NA,7.7,NA,1025.1
"5487","1988-01-09",11.6,10.3,13.6,0.3,0,NA,11.1,NA,1027.3
"5488","1988-01-10",11.1,9.7,12.5,0.3,0,157.5,15.1,NA,1023.5
"5489","1988-01-11",9,4.7,12.5,0,0,NA,5.2,NA,1022.4
"5490","1988-01-12",6.3,1.9,11.4,0,0,NA,2,NA,1025.5
"5491","1988-01-13",8.7,5.8,11.4,0,0,NA,4.4,NA,1029.5
"5492","1988-01-14",10.6,7.5,13.6,0,0,NA,9.3,NA,1024.2
"5493","1988-01-15",10.1,8.6,11.9,6.4,0,158.3,11.1,NA,1018.2
"5494","1988-01-16",9.4,8.6,11.4,19.1,0,151.4,23.1,NA,1012.7
"5495","1988-01-17",7.7,6.9,9.1,20.1,0,7.6,16.2,NA,1002.3
"5496","1988-01-18",5.7,1.9,11.4,0,0,NA,6.3,NA,1015.8
"5497","1988-01-19",6.9,2.5,13.6,0,0,357.3,13.6,NA,1024.9
"5498","1988-01-20",6.9,2.5,11.9,0,0,NA,2.4,NA,1031.3
"5499","1988-01-21",9,1.4,18,0,0,NA,15.2,NA,1027.7
"5500","1988-01-22",8.7,3,14.1,0,0,NA,3.8,NA,1030.5
"5501","1988-01-23",8.8,3.6,14.1,0,0,NA,2.4,NA,1028
"5502","1988-01-24",9.7,3.6,15.8,0,0,NA,1.5,NA,1026.2
"5503","1988-01-25",9.5,3,16.9,0,0,NA,3,NA,1026.4
"5504","1988-01-26",9.7,5.3,15.3,0,0,NA,1.6,NA,1023.2
"5505","1988-01-27",10.3,4.1,17.5,0,0,NA,1.7,NA,1019
"5506","1988-01-28",12.3,8.6,16.4,0,0,NA,5.2,NA,1016.4
"5507","1988-01-29",11.3,9.7,14.1,3,0,170.5,13.2,NA,1017.3
"5508","1988-01-30",8.6,4.7,11.4,0,0,NA,5.7,NA,1020.6
"5509","1988-01-31",7.4,3,12.5,0,0,NA,5.9,NA,1017.4
"5510","1988-02-01",7.1,4.1,10.8,0,0,NA,8.3,NA,1016.2
"5511","1988-02-02",6,0.8,12.5,0,0,NA,5,NA,1019.1
"5512","1988-02-03",6.1,-0.8,12.5,0,0,NA,0.9,NA,1025.2
"5513","1988-02-04",7.2,0.3,13.6,0,0,NA,2.9,NA,1026.8
"5514","1988-02-05",7.8,0.8,14.7,0,0,NA,2.5,NA,1028.2
"5515","1988-02-06",8.1,1.4,14.7,0,0,NA,3.7,NA,1026.8
"5516","1988-02-07",9.7,3,16.4,0,0,NA,2.9,NA,1025.1
"5517","1988-02-08",11.4,4.1,19.1,0,0,NA,4,NA,1025.1
"5518","1988-02-09",12.7,6.9,19.1,0,0,NA,5.2,NA,1026.8
"5519","1988-02-10",14.9,8.6,21.9,0,0,347.9,20.4,NA,1024.3
"5520","1988-02-11",13.1,5.3,20.3,0,0,NA,2.8,NA,1022.7
"5521","1988-02-12",13.4,5.8,19.7,0,0,NA,4.2,NA,1020.5
"5522","1988-02-13",11.9,5.8,18.6,0,0,NA,10.1,NA,1020
"5523","1988-02-14",11.5,3,18,0,0,NA,4.7,NA,1020.2
"5524","1988-02-15",12.1,6.9,19.1,0,0,NA,5.4,NA,1018.7
"5525","1988-02-16",10.6,3,17.5,0,0,326.3,20.5,NA,1020
"5526","1988-02-17",10.2,2.5,18,0,0,355.5,11,NA,1023.2
"5527","1988-02-18",10.6,3.6,18,0,0,327.8,19.8,NA,1021.3
"5528","1988-02-19",12.4,5.8,18.6,0,0,38.9,13.6,NA,1023
"5529","1988-02-20",11.6,3.6,19.1,0,0,NA,2.1,NA,1025.1
"5530","1988-02-21",12.5,4.7,19.7,0,0,NA,3.6,NA,1022
"5531","1988-02-22",12.4,3.6,19.7,0,0,NA,5.3,NA,1016.5
"5532","1988-02-23",12.7,8,18.6,0,0,NA,3,NA,1016.2
"5533","1988-02-24",12.9,6.4,20.3,0,0,NA,2.9,NA,1019.5
"5534","1988-02-25",13.6,6.4,20.8,0,0,NA,2.9,NA,1019.1
"5535","1988-02-26",15.1,8,22.5,0,0,NA,1.7,NA,1013.5
"5536","1988-02-27",16.8,11.9,21.4,0,0,NA,7.2,NA,1015
"5537","1988-02-28",14.5,9.7,19.7,7.4,0,NA,7.9,NA,1017.3
"5538","1988-02-29",13.5,11.9,15.8,17.8,0,NA,10.5,NA,1015.9
"5539","1988-03-01",11.8,7.5,15.3,4.1,0,NA,12.4,NA,1016.1
"5540","1988-03-02",10.7,5.3,17.5,0,0,NA,6.8,NA,1018.3
"5541","1988-03-03",13.1,9.7,16.4,0,0,NA,5.1,NA,1019.8
"5542","1988-03-04",13.8,9.1,19.1,0,0,NA,5.7,NA,1021.9
"5543","1988-03-05",13.2,10.3,18.6,0,0,160.5,13.7,NA,1023.5
"5544","1988-03-06",12.7,9.7,16.9,0,0,NA,7.9,NA,1021.3
"5545","1988-03-07",13.2,5.8,20.8,0,0,NA,5,NA,1019.8
"5546","1988-03-08",14.9,8.6,21.4,0,0,NA,6.2,NA,1023.2
"5547","1988-03-09",11.6,6.4,16.4,0,0,NA,11.3,NA,1027.3
"5548","1988-03-10",8.5,1.4,15.3,0,0,341.2,16.9,NA,1022.2
"5549","1988-03-11",9.1,0.8,16.9,0,0,343.2,13.9,NA,1019.6
"5550","1988-03-12",10.2,1.4,18.6,0,0,NA,3.8,NA,1022.5
"5551","1988-03-13",11.8,3,18.6,0,0,NA,5.9,NA,1022.9
"5552","1988-03-14",13.1,3.6,20.8,0,0,NA,4.4,NA,1017.7
"5553","1988-03-15",13.6,9.1,20.3,0,0,NA,12,NA,1012.8
"5554","1988-03-16",13,3.6,21.9,0,0,NA,4.2,NA,1019.5
"5555","1988-03-17",14.4,5.8,21.4,0,0,NA,3.1,NA,1025
"5556","1988-03-18",15.8,5.8,23,0,0,NA,1.8,NA,1025.3
"5557","1988-03-19",16.5,7.5,24.7,0,0,NA,1.6,NA,1022
"5558","1988-03-20",17,10.3,25.3,0,0,NA,4.8,NA,1018.8
"5559","1988-03-21",15.6,10.8,21.4,0.3,0,NA,10.6,NA,1019.9
"5560","1988-03-22",15.3,9.7,22.5,0,0,163.1,10.9,NA,1021.9
"5561","1988-03-23",15.4,11.4,20.3,0,0,227.5,11.4,NA,1023.2
"5562","1988-03-24",13.9,4.1,22.5,0,0,NA,8.4,NA,1024.8
"5563","1988-03-25",17.7,8,29.1,0,0,NA,5.9,NA,1021.9
"5564","1988-03-26",19.6,10.8,29.7,0,0,NA,4.4,NA,1017.1
"5565","1988-03-27",15.6,9.1,23,0,0,338,25.8,NA,1018.7
"5566","1988-03-28",13.9,8,23,0,0,NA,18.8,NA,1020.8
"5567","1988-03-29",14.9,7.5,22.5,0,0,NA,4.4,NA,1018.4
"5568","1988-03-30",15.2,9.1,21.4,0,0,339.5,19.7,NA,1016.4
"5569","1988-03-31",17.5,9.1,25.8,0,0,358,18.8,NA,1015.9
"5570","1988-04-01",18,9.7,26.4,0,0,NA,7.7,NA,1017.1
"5571","1988-04-02",15.9,8,26.4,0,0,160.1,11.1,NA,1015.7
"5572","1988-04-03",NA,8.5,17.4,0,0,NA,12.2,NA,NA
"5573","1988-04-04",14.9,8,22.5,0,0,NA,8.6,NA,1017.1
"5574","1988-04-05",17,7.5,26.9,0,0,NA,2.8,NA,1019.6
"5575","1988-04-06",20.4,12.5,29.1,0,0,NA,6.8,NA,1017.5
"5576","1988-04-07",17.3,10.8,23.6,0,0,159.5,11.3,NA,1016.7
"5577","1988-04-08",14.8,6.9,23,0,0,NA,12.7,NA,1017.7
"5578","1988-04-09",16.7,6.9,24.1,0,0,NA,1.4,NA,1016.9
"5579","1988-04-10",20.9,9.1,29.7,0,0,NA,4.1,NA,1016.5
"5580","1988-04-11",23,11.4,31.4,0,0,NA,4.6,NA,1012.5
"5581","1988-04-12",18.5,14.1,23.6,0,0,176.3,13.8,NA,1011.2
"5582","1988-04-13",13.7,11.9,16.9,1.8,0,178.5,14.4,NA,1012.3
"5583","1988-04-14",12.6,10.8,15.3,1,0,NA,7,NA,1009.7
"5584","1988-04-15",13.4,10.3,16.9,0,0,NA,14.3,NA,1012.2
"5585","1988-04-16",14.1,12.5,16.9,0,0,NA,9.7,NA,1016.8
"5586","1988-04-17",14.4,11.4,19.1,0,0,160,15.4,NA,1019.1
"5587","1988-04-18",13.9,10.3,18.6,0,0,183.2,15.7,NA,1017.5
"5588","1988-04-19",12.5,10.8,14.7,21.6,0,153.1,17.2,NA,1008.4
"5589","1988-04-20",11.3,9.1,15.3,10.4,0,NA,12.2,NA,1007.4
"5590","1988-04-21",12.4,5.8,18.6,0,0,NA,6.6,NA,1007.1
"5591","1988-04-22",11.7,9.7,14.7,4.8,0,176.3,19.1,NA,1010.4
"5592","1988-04-23",13,8.6,18,0.5,0,NA,8.9,NA,1017.6
"5593","1988-04-24",13.8,9.7,18,0,0,175.1,17.1,NA,1022.2
"5594","1988-04-25",14.9,9.1,21.9,0,0,NA,8,NA,1019.4
"5595","1988-04-26",18.5,10.8,24.7,0,0,NA,1.1,NA,1013
"5596","1988-04-27",19.2,14.7,25.3,0,0,NA,10.8,NA,1009.1
"5597","1988-04-28",15.9,13,19.7,0,0,185,15.9,NA,1015.2
"5598","1988-04-29",15.6,11.9,20.8,0,0,NA,12.2,NA,1020.8
"5599","1988-04-30",12.6,7.5,16.9,0,0,285.2,13,NA,1022.4
"5600","1988-05-01",12.9,4.7,19.7,0,0,314,13.5,NA,1025.2
"5601","1988-05-02",15.1,8,21.9,0,0,NA,3.6,NA,1023.4
"5602","1988-05-03",16.5,9.1,23,0,0,NA,6,NA,1017.1
"5603","1988-05-04",13.9,9.7,19.1,0,0,172.1,19.7,NA,1011.1
"5604","1988-05-05",11,7.5,15.8,0,0,NA,14.5,NA,1014.3
"5605","1988-05-06",11.5,7.5,15.8,2,0,159.3,14.8,NA,1019.4
"5606","1988-05-07",12.2,10.3,15.8,15.2,0,153.3,15.1,NA,1017.4
"5607","1988-05-08",13.7,9.1,18,0,0,203.5,11,NA,1020.8
"5608","1988-05-09",16.2,10.8,23,0,0,NA,4.3,NA,1021.3
"5609","1988-05-10",19.4,10.8,27.5,0,0,NA,2.1,NA,1020.9
"5610","1988-05-11",22.3,11.4,31.4,0,0,NA,2.7,NA,1017.6
"5611","1988-05-12",19.4,14.7,25.3,0,0,NA,15.1,NA,1018
"5612","1988-05-13",17.8,10.8,24.7,0,0,NA,5.6,NA,1020.6
"5613","1988-05-14",20.7,11.9,28.6,0,0,NA,4.4,NA,1015.2
"5614","1988-05-15",20.8,14.7,29.1,0,0,176.8,15.5,NA,1011.5
"5615","1988-05-16",14.4,13,15.8,5.3,0,182.7,13.5,NA,1015
"5616","1988-05-17",15.7,9.1,22.5,0,0,NA,7.8,NA,1014.8
"5617","1988-05-18",19,10.8,26.9,0,0,NA,10.8,NA,1014.4
"5618","1988-05-19",22.1,12.5,30.8,0,0,NA,7.9,NA,1012.7
"5619","1988-05-20",24.7,14.7,32.5,0,0,NA,2.8,NA,1012.8
"5620","1988-05-21",26,17.5,33.6,0,0,NA,4.3,NA,1013.6
"5621","1988-05-22",23.1,17.5,28,0,0,NA,6.3,NA,1013.2
"5622","1988-05-23",21.4,14.7,29.7,0,0,NA,5.3,NA,1010.8
"5623","1988-05-24",18.9,12.5,28,0,0,168.4,11.5,NA,1011.9
"5624","1988-05-25",17.8,11.9,25.3,0,0,186.1,14.7,NA,1014.6
"5625","1988-05-26",17.6,11.9,24.7,0,0,166.2,17.9,NA,1015.4
"5626","1988-05-27",19.5,13.6,25.8,0,0,186,14.2,NA,1014.3
"5627","1988-05-28",15.8,13,19.1,0,0,199.5,19.3,NA,1010.9
"5628","1988-05-29",16.1,9.7,23,0,0,NA,7.9,NA,1010.8
"5629","1988-05-30",16,8,23,0,0,288.1,8.6,NA,1013.5
"5630","1988-05-31",18.6,13,24.1,0,0,168.6,13.1,NA,1016.6
"5631","1988-06-01",21.5,16.4,26.9,0,0,NA,4,NA,1018.4
"5632","1988-06-02",21.6,16.4,26.9,0,0,196.3,14.8,NA,1017.3
"5633","1988-06-03",19.5,15.3,25.3,0,0,173.7,15.7,NA,1015.5
"5634","1988-06-04",15.9,11.4,20.8,0,0,193,14.7,NA,1014.1
"5635","1988-06-05",14.7,9.1,20.8,0,0,NA,12.2,NA,1013.1
"5636","1988-06-06",13.3,9.1,18,1,0,NA,14.4,NA,1015.1
"5637","1988-06-07",14.4,10.8,19.1,3.3,0,220.8,11,NA,1019.2
"5638","1988-06-08",16,10.3,20.8,0,0,NA,3.5,NA,1020.5
"5639","1988-06-09",19,14.1,23.6,0,0,NA,9.3,NA,1016.5
"5640","1988-06-10",20.1,13.6,26.4,0,0,NA,8,NA,1016.5
"5641","1988-06-11",20.9,14.7,28,0,0,174.4,12.4,NA,1014.7
"5642","1988-06-12",22.6,13.6,32.5,0,0,NA,7.7,NA,1012.3
"5643","1988-06-13",25.4,15.3,33.6,0,0,NA,4.8,NA,1010.1
"5644","1988-06-14",27,19.1,35.8,0,0,208.9,6.7,NA,1010.8
"5645","1988-06-15",23.8,16.4,31.4,0,0,NA,8.2,NA,1010.9
"5646","1988-06-16",19.8,13.6,27.5,0,0,166.2,19.9,NA,1011.9
"5647","1988-06-17",21.5,13,30.8,0,0,NA,10.4,NA,1010.4
"5648","1988-06-18",27.2,17.5,36.9,0,0,NA,5.8,NA,1009.3
"5649","1988-06-19",28.8,19.1,38,0,0,NA,7.9,NA,1007.7
"5650","1988-06-20",21.7,14.7,33,0,0,199.9,16,NA,1009.6
"5651","1988-06-21",21.6,14.7,30.3,0,0,188.8,11.5,NA,1012.6
"5652","1988-06-22",25.4,16.4,34.7,0,0,NA,6.5,NA,1009.8
"5653","1988-06-23",28.5,20.3,37.5,0,0,NA,5.8,NA,1008.2
"5654","1988-06-24",26.6,20.8,37.5,0,0,NA,9.4,NA,1006.2
"5655","1988-06-25",23.2,16.9,31.4,0.5,0,176.3,16,NA,1010
"5656","1988-06-26",24.4,15.8,33,0,0,183.2,11.6,NA,1014.4
"5657","1988-06-27",25.1,17.5,33,0,0,179.4,8.1,NA,1012.9
"5658","1988-06-28",24.1,15.3,33,0,0,NA,10.4,NA,1012
"5659","1988-06-29",23.6,15.8,31.4,0,0,318.2,12,NA,1012.9
"5660","1988-06-30",25.8,16.9,34.1,0,0,NA,3.9,NA,1009
"5661","1988-07-01",28.2,19.1,38,0,0,NA,3.6,NA,1007.7
"5662","1988-07-02",28.2,19.7,39.7,0,0,176,7,NA,1008.4
"5663","1988-07-03",24.1,16.9,31.4,0,0,167,16.9,NA,1007.5
"5664","1988-07-04",20.6,13.6,29.7,0,0,179.2,18,NA,1009.7
"5665","1988-07-05",20.9,12.5,28.6,0,0,214.9,10.7,NA,1013.3
"5666","1988-07-06",24.4,15.3,33,0,0,NA,6.1,NA,1012.5
"5667","1988-07-07",27.1,19.7,35.3,0,0,167.7,7.2,NA,1011.6
"5668","1988-07-08",26.2,16.4,36.9,0,0,183.6,8,NA,1012.8
"5669","1988-07-09",27.6,17.5,38.6,0,0,177.4,8.2,NA,1009.6
